icao,iata,name,city,country,latitude,longitude,timezone
EGHQ,NQY,Newquay Cornwall Airport,Newquay,GB,50.4406013489,-4.9954099655,Europe/London
EGHR,QUG,Chichester/Goodwood Airport,Chichester,GB,50.8594017029,-0.7591670156,Europe/London
EGJA,ACI,Alderney Airport,Saint Anne,GG,49.7061004639,-2.2147200108,Europe/Guernsey
EGJB,GCI,Guernsey Airport,Saint Peter Port,GG,49.4350013733,-2.6019699574,Europe/Guernsey
EGJJ,JER,Jersey Airport,Saint Helier,JE,49.207901001,-2.1955099106,Europe/Jersey
EGKA,ESH,Shoreham Airport,Brighton,GB,50.8356018066,-0.2972219884,Europe/London
EGKB,BQH,London Biggin Hill Airport,London,GB,51.3307991028,0.0324999988,Europe/London
EGKK,LGW,London Gatwick Airport,London,GB,51.1481018066,-0.1902779937,Europe/London
EGKR,KRH,Redhill Aerodrome,Redhill,GB,51.2136001587,-0.1386110038,Europe/London
EGLC,LCY,London City Airport,London,GB,51.5052986145,0.0552779995,Europe/London
EGLF,FAB,Farnborough Airport,Farnborough,GB,51.2757987976,-0.7763329744,Europe/London
EGLK,BBS,Blackbushe Airport,Yateley,GB,51.3238983154,-0.8475000262,Europe/London
EGLL,LHR,London Heathrow Airport,London,GB,51.4706001282,-0.4619410038,Europe/London
EGMC,SEN,Southend Airport,Southend,GB,51.5713996887,0.695555985,Europe/London
EGMD,LYX,Lydd Airport,Lydd,GB,50.9561004639,0.9391670227,Europe/London
EGMH,MSE,Kent International Airport,Manston,GB,51.3422012329,1.3461099863,Europe/London
EGNC,CAX,Carlisle Airport,Carlisle,GB,54.9375,-2.8091700077,Europe/London
EGNH,BLK,Blackpool International Airport,Blackpool,GB,53.7717018127,-3.0286099911,Europe/London
EGNJ,HUY,Humberside Airport,Grimsby,GB,53.5744018555,-0.3508329988,Europe/London
EGNL,BWF,Barrow Walney Island Airport,Barrow-in-Furness,GB,54.1311988831,-3.2636699677,Europe/London
EGNM,LBA,Leeds Bradford Airport,Leeds,GB,53.8658981323,-1.6605700254,Europe/London
EGNO,WRT,Warton Airport,Warton,GB,53.745098114,-2.8830599785,Europe/London
EGNR,CEG,Hawarden Airport,Hawarden,GB,53.1781005859,-2.9777801037,Europe/London
EGNS,IOM,Isle of Man Airport,Castletown,IM,54.0833015442,-4.6238899231,Europe/Isle_of_Man
EGNT,NCL,Newcastle Airport,Newcastle,GB,55.0374984741,-1.6916699409,Europe/London
EGNV,MME,Durham Tees Valley Airport,Durham,GB,54.5092010498,-1.4294099808,Europe/London
EGNX,EMA,East Midlands Airport,Nottingham,GB,52.8311004639,-1.3280600309,Europe/London
EGOV,HLY,Anglesey Airport,Angelsey,GB,53.2481002808,-4.5353398323,Europe/London
EGPA,KOI,Kirkwall Airport,Orkney Islands,GB,58.9578018188,-2.9049999714,Europe/London
EGPB,LSI,Sumburgh Airport,Lerwick,GB,59.8788986206,-1.2955600023,Europe/London
EGPC,WIC,Wick Airport,Wick,GB,58.4589004517,-3.0930600166,Europe/London
EGPD,ABZ,Aberdeen Dyce Airport,Aberdeen,GB,57.2019004822,-2.1977798939,Europe/London
EGPE,INV,Inverness Airport,Inverness,GB,57.5424995422,-4.0475001335,Europe/London
EGPF,GLA,Glasgow International Airport,Glasgow,GB,55.8718986511,-4.4330601692,Europe/London
EGPH,EDI,Edinburgh Airport,Edinburgh,GB,55.9500007629,-3.3724999428,Europe/London
EGPI,ILY,Islay Airport,Port Ellen,GB,55.6819000244,-6.2566699982,Europe/London
EGPK,PIK,Glasgow Prestwick Airport,Glasgow,GB,55.5093994141,-4.5866699219,Europe/London
EGPL,BEB,Benbecula Airport,Balivanich,GB,57.481098175,-7.3627800941,Europe/London
EGPM,SCS,Scatsta Airport,Shetland Islands,GB,60.432800293,-1.296110034,Europe/London
EGPN,DND,Dundee Airport,Dundee,GB,56.4524993896,-3.0258300304,Europe/London
EGPO,SYY,Stornoway Airport,Stornoway,GB,58.2155990601,-6.3311100006,Europe/London
EGPR,BRR,Barra Airport,Eoligarry,GB,57.0228004456,-7.4430599213,Europe/London
EGPT,PSL,Perth/Scone Airport,Perth,GB,56.439201355,-3.3722200394,Europe/London
EGPU,TRE,Tiree Airport,Balemartine,GB,56.4991989136,-6.8691701889,Europe/London
EGPW,UNT,Unst Airport,Shetland Islands,GB,60.7472000122,-0.8538500071,Europe/London
EGQB,BOL,Ballykelly Airport,Ballykelly,GB,55.0602989197,-7.0202798843,Europe/London
EGQK,FSS,RAF Kinloss,Kinloss,GB,57.6493988037,-3.5606400967,Europe/London
EGQL,ADX,RAF Leuchars,St. Andrews,GB,56.3728981018,-2.8684399128,Europe/London
EGQS,LMO,RAF Lossiemouth,Lossiemouth,GB,57.7052001953,-3.3391699791,Europe/London
EGSC,CBG,Cambridge Airport,Cambridge,GB,52.2050018311,0.174999997,Europe/London
EGSH,NWI,Norwich International Airport,Norwich,GB,52.6758003235,1.2827800512,Europe/London
EGSS,STN,London Stansted Airport,London,GB,51.8849983215,0.2349999994,Europe/London
EGSU,QFO,Duxford Airport,Duxford,GB,52.090801239,0.1319440007,Europe/London
EGTB,HYC,Wycombe Air Park,High Wycombe,GB,51.6116981506,-0.8083329797,Europe/London
EGTE,EXT,Exeter International Airport,Exeter,GB,50.7344017029,-3.4138898849,Europe/London
EGTG,FZO,Bristol Filton Airport,Bristol,GB,51.5194015503,-2.5908300877,Europe/London
EGTK,OXF,Oxford (Kidlington) Airport,Kidlington,GB,51.8368988037,-1.3200000525,Europe/London
EGTO,RCS,Rochester Airport,Rochester,GB,51.3518981934,0.5033329725,Europe/London
EGUB,BEX,RAF Benson,Benson,GB,51.6164016724,-1.0958299637,Europe/London
EGUL,LKZ,RAF Lakenheath,Lakenheath,GB,52.4093017578,0.5609999895,Europe/London
EGUN,MHZ,RAF Mildenhall,Mildenhall,GB,52.3619003296,0.4864059985,Europe/London
EGUY,QUY,RAF Wyton,St. Ives,GB,52.3572006226,-0.107832998,Europe/London
EGVA,FFD,RAF Fairford,Fairford,GB,51.6822013855,-1.7900300026,Europe/London
EGVN,BZZ,RAF Brize Norton,Brize Norton,GB,51.75,-1.5836199522,Europe/London
EGVO,ODH,RAF Odiham,Odiham,GB,51.2341003418,-0.9428250194,Europe/London
EGVT,WXF,Wethersfield Airport,Wethersfield,GB,51.9719009399,0.5094439983,Europe/London
EGWU,NHT,RAF Northolt,London,GB,51.5530014038,-0.418166995,Europe/London
EGXC,QCY,RAF Coningsby,Coningsby,GB,53.0929985046,-0.1660140008,Europe/London
EGXH,BEQ,RAF Honington,Thetford,GB,52.3426017761,0.7729390264,Europe/London
EGXJ,OKH,RAF Cottesmore,Cottesmore,GB,52.7356987,-0.648769021,Europe/London
EGXP,SQZ,RAF Scampton,Scampton,GB,53.307800293,-0.5508329868,Europe/London
EGXU,HRT,RAF Linton-On-Ouse,Linton-On-Ouse,GB,54.0489006042,-1.2527500391,Europe/London
EGXW,WTN,RAF Waddington,Waddington,GB,53.1661987305,-0.5238109827,Europe/London
EGYM,KNF,RAF Marham,Marham,GB,52.648399353,0.5506920218,Europe/London
EGYP,MPN,Mount Pleasant Airport,Mount Pleasant,FK,-51.8227996826,-58.4472007751,Atlantic/Stanley
EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,NL,52.3086013794,4.7638897896,Europe/Amsterdam
EHBK,MST,Maastricht Aachen Airport,Maastricht,NL,50.9117012024,5.7701401711,Europe/Amsterdam
EHDL,QAR,Deelen Air Base,Arnhem,NL,52.0606002808,5.8730602264,Europe/Amsterdam
EHEH,EIN,Eindhoven Airport,Eindhoven,NL,51.4500999451,5.3745298386,Europe/Amsterdam
EHGG,GRQ,Eelde Airport,Groningen,NL,53.1197013855,6.5794401169,Europe/Amsterdam
EHGR,GLZ,Gilze Rijen Air Base,Breda,NL,51.567401886,4.9318299294,Europe/Amsterdam
EHKD,DHR,De Kooy Airport,Den Helder,NL,52.9234008789,4.7806200981,Europe/Amsterdam
EHLE,LEY,Lelystad Airport,Lelystad,NL,52.4603004456,5.5272197723,Europe/Amsterdam
EHLW,LWR,Leeuwarden Air Base,Leeuwarden,NL,53.2285995483,5.7605600357,Europe/Amsterdam
EHRD,RTM,Rotterdam Airport,Rotterdam,NL,51.9569015503,4.4372200966,Europe/Amsterdam
EHTW,ENS,Twenthe Airport,Enschede,NL,52.2700004578,6.8741698265,Europe/Amsterdam
EHVK,UDE,Volkel Air Base,Uden,NL,51.6563987732,5.7086100578,Europe/Amsterdam
EHWO,WOE,Woensdrecht Air Base,Bergen Op Zoom,NL,51.4491004944,4.3420300484,Europe/Amsterdam
EIBN,BYT,Bantry Aerodrome,Bantry,IE,51.668598175,-9.48416996,Europe/Dublin
EIBT,BLY,Belmullet Aerodrome,Belmullet,IE,54.2228012085,-10.0307998657,Europe/Dublin
EICA,NNR,Connemara Regional Airport,Inverin,IE,53.2303009033,-9.4677801132,Europe/Dublin
EICB,CLB,Castlebar Airport,Castlebar,IE,53.848400116,-9.2803697586,Europe/Dublin
EICD,WEX,Castlebridge Airport,Wexford,IE,52.3333320618,-6.4666671753,Europe/Dublin
EICK,ORK,Cork Airport,Cork,IE,51.8413009644,-8.491109848,Europe/Dublin
EICM,GWY,Galway Airport,Galway,IE,53.300201416,-8.9415903091,Europe/Dublin
EIDL,CFN,Donegal Airport,Donegal,IE,55.0442008972,-8.3409996033,Europe/Dublin
EIDW,DUB,Dublin Airport,Dublin,IE,53.4212989807,-6.270070076,Europe/Dublin
EIIM,IOR,Inishmore Aerodrome,Inis Mor,IE,53.1067008972,-9.6536102295,Europe/Dublin
EIIR,INQ,Inisheer Aerodrome,Inis Oirr,IE,53.0647010803,-9.5108995438,Europe/Dublin
EIKK,KKY,Kilkenny Airport,Kilkenny,IE,52.6507987976,-7.2961101532,Europe/Dublin
EIKN,NOC,Ireland West Knock Airport,Charleston,IE,53.9103012085,-8.8184900284,Europe/Dublin
EIKY,KIR,Kerry Airport,Killarney,IE,52.1809005737,-9.5237798691,Europe/Dublin
EILT,LTR,Letterkenny Airport,Letterkenny,IE,54.9513015747,-7.6728301048,Europe/Dublin
EIMN,IIA,Inishmaan Aerodrome,Inis Meain,IE,53.0929985046,-9.5680599213,Europe/Dublin
EINN,SNN,Shannon Airport,Shannon,IE,52.7019996643,-8.9248199463,Europe/Dublin
EISG,SXL,Sligo Airport,Sligo,IE,54.2802009583,-8.5992097855,Europe/Dublin
EIWF,WAT,Waterford Airport,Waterford,IE,52.1871986389,-7.0869598389,Europe/Dublin
EKAH,AAR,Aarhus Airport,Aarhus,DK,56.2999992371,10.6190004349,Europe/Copenhagen
EKBI,BLL,Billund Airport,Billund,DK,55.7402992249,9.1517801285,Europe/Copenhagen
EKCH,CPH,Copenhagen Kastrup Airport,Copenhagen,DK,55.6179008484,12.6560001373,Europe/Copenhagen
EKEB,EBJ,Esbjerg Airport,Esbjerg,DK,55.5259017944,8.5534000397,Europe/Copenhagen
EKKA,KRP,Karup Airport,Karup,DK,56.2975006104,9.1246299744,Europe/Copenhagen
EKLS,BYR,Laeso Airport,Laeso,DK,57.2771987915,11.0001001358,Europe/Copenhagen
EKMB,MRW,Lolland Falster Maribo Airport,Lolland Falster / Maribo,DK,54.6992988586,11.4400997162,Europe/Copenhagen
EKOD,ODE,Odense Airport,Odense,DK,55.4766998291,10.3309001923,Europe/Copenhagen
EKRK,RKE,Copenhagen Roskilde Airport,Copenhagen,DK,55.5856018066,12.1314001083,Europe/Copenhagen
EKRN,RNN,Bornholm Airport,Ronne,DK,55.0633010864,14.7595996857,Europe/Copenhagen
EKSB,SGD,Sonderborg Airport,Sonderborg,DK,54.9644012451,9.7917299271,Europe/Copenhagen
EKSN,CNL,Sindal Airport,Sindal,DK,57.5035018921,10.2293996811,Europe/Copenhagen
EKSP,SKS,Vojens Skrydstrup Airport,Vojens,DK,55.2256011963,9.2639303207,Europe/Copenhagen
EKSV,SQW,Skive Airport,Skive,DK,56.550201416,9.1729803085,Europe/Copenhagen
EKTS,TED,Thisted Airport,Thisted,DK,57.0688018799,8.7052202225,Europe/Copenhagen
EKVG,FAE,Vagar Airport,Vagar,FO,62.0635986328,-7.2772197723,Atlantic/Faroe
EKVJ,STA,Stauning Airport,Skjern / Ringkobing,DK,55.9901008606,8.3539104462,Europe/Copenhagen
EKYT,AAL,Aalborg Airport,Aalborg,DK,57.0927589138,9.8492431641,Europe/Copenhagen
ELLX,LUX,Luxembourg-Findel International Airport,Luxembourg,LU,49.6265983582,6.211520195,Europe/Luxembourg
ENAL,AES,Alesund Airport,Alesund,NO,62.5625,6.119699955,Europe/Oslo
ENAN,ANX,Andoya Airport,Andenes,NO,69.2925033569,16.1441993713,Europe/Oslo
ENAT,ALF,Alta Airport,Alta,NO,69.9760971069,23.3717002869,Europe/Oslo
ENBL,FDE,Bringeland Airport,Forde,NO,61.3911018372,5.756939888,Europe/Oslo
ENBN,BNN,Bronnoysund Airport,Bronnoy,NO,65.4610977173,12.217499733,Europe/Oslo
ENBO,BOO,Bodo Airport,Bodo,NO,67.269203186,14.3653001785,Europe/Oslo
ENBR,BGO,Bergen Airport Flesland,Bergen,NO,60.2933998108,5.2181401253,Europe/Oslo
ENBS,BJF,Batsfjord Airport,Batsfjord,NO,70.6005020142,29.691400528,Europe/Oslo
ENBV,BVG,Berlevag Airport,Berlevag,NO,70.8713989258,29.0342006683,Europe/Oslo
ENCN,KRS,Kristiansand Airport,Kjevik,NO,58.2042007446,8.0853700638,Europe/Oslo
ENDI,DLD,Geilo Airport Dagali,Dagali,NO,60.417301178,8.5183496475,Europe/Oslo
ENDU,BDU,Bardufoss Airport,Malselv,NO,69.0558013916,18.5403995514,Europe/Oslo
ENEV,EVE,Harstad/Narvik Airport Evenes,Evenes,NO,68.4913024902,16.6781005859,Europe/Oslo
ENFG,VDB,Leirin Airport,Unknown,NO,61.0155982971,9.2880601883,Europe/Oslo
ENFL,FRO,Floro Airport,Floro,NO,61.5835990906,5.024720192,Europe/Oslo
ENGM,OSL,Oslo Gardermoen Airport,Oslo,NO,60.193901062,11.100399971,Europe/Oslo
ENHA,HMR,Stafsberg Airport,Hamar,NO,60.8180999756,11.0679998398,Europe/Oslo
ENHD,HAU,Haugesund Airport,Karmoy,NO,59.3452987671,5.2083601952,Europe/Oslo
ENHF,HFT,Hammerfest Airport,Hammerfest,NO,70.6797027588,23.6686000824,Europe/Oslo
ENHK,HAA,Hasvik Airport,Hasvik,NO,70.4867019653,22.1396999359,Europe/Oslo
ENHV,HVG,Valan Airport,Honningsvag,NO,71.0096969604,25.9836006165,Europe/Oslo
ENJA,ZXB,Jan Mayen Jan Mayensfield,Unknown,NO,70.9611111111,-8.5758333333,Europe/Oslo
ENKA,QKX,Kautokeino Air Base,Unknown,NO,69.0402984619,23.0340003967,Europe/Oslo
ENKB,KSU,Kristiansund Airport Kvernberget,Kvernberget,NO,63.1118011475,7.8245201111,Europe/Oslo
ENKL,GLL,Gol Airport,Klanten,NO,60.7914009094,9.0505599976,Europe/Oslo
ENKR,KKN,Kirkenes Airport Hoybuktmoen,Kirkenes,NO,69.7257995605,29.8913002014,Europe/Oslo
ENLI,FAN,Lista Airport,Farsund,NO,58.0994987488,6.6260499954,Europe/Oslo
ENLK,LKN,Leknes Airport,Leknes,NO,68.1524963379,13.6093997955,Europe/Oslo
ENMH,MEH,Mehamn Airport,Mehamn,NO,71.0297012329,27.8267002106,Europe/Oslo
ENML,MOL,Molde Airport,Aro,NO,62.7447013855,7.2624998093,Europe/Oslo
ENMS,MJF,Mosjoen Airport Kjaerstad,Unknown,NO,65.783996582,13.2149000168,Europe/Oslo
ENNA,LKL,Banak Airport,Lakselv,NO,70.0688018799,24.9734992981,Europe/Oslo
ENNK,NVK,Narvik Framnes Airport,Narvik,NO,68.4368972778,17.3866996765,Europe/Oslo
ENNM,OSY,Namsos Hoknesora Airport,Namsos,NO,64.4721984863,11.5785999298,Europe/Oslo
ENNO,NTB,Notodden Airport,Unknown,NO,59.565700531,9.212220192,Europe/Oslo
ENOL,OLA,Orland Airport,Orland,NO,63.6988983154,9.6040000916,Europe/Oslo
ENOV,HOV,Orsta-Volda Airport Hovden,Orsta,NO,62.1800003052,6.0741000175,Europe/Oslo
ENRA,MQN,Mo i Rana Airport Rossvoll,Mo i Rana,NO,66.363899231,14.3014001846,Europe/Oslo
ENRM,RVK,Rorvik Airport Ryum,Rorvik,NO,64.8383026123,11.1461000443,Europe/Oslo
ENRO,RRS,Roros Airport,Roros,NO,62.5783996582,11.342300415,Europe/Oslo
ENRS,RET,Rost Airport,Unknown,NO,67.5278015137,12.1033000946,Europe/Oslo
ENRY,RYG,Moss Airport Rygge,Rygge,NO,59.3788986206,10.7855997086,Europe/Oslo
ENSB,LYR,Svalbard Airport Longyear,Longyearbyen,NO,78.2461013794,15.4656000137,Arctic/Longyearbyen
ENSD,SDN,Sandane Airport Anda,Sandane,NO,61.8300018311,6.1058301926,Europe/Oslo
ENSG,SOG,Sogndal Airport,Sogndal,NO,61.1561012268,7.1377801895,Europe/Oslo
ENSH,SVJ,Svolvaer Helle Airport,Svolvaer,NO,68.2433013916,14.6691999435,Europe/Oslo
ENSK,SKN,Stokmarknes Skagen Airport,Hadsel,NO,68.5788269043,15.033416748,Europe/Oslo
ENSN,SKE,Skien Airport,Geiteryggen,NO,59.1850013733,9.5669403076,Europe/Oslo
ENSO,SRP,Stord Airport,Leirvik,NO,59.7919006348,5.3408498764,Europe/Oslo
ENSR,SOJ,Sorkjosen Airport,Sorkjosen,NO,69.7867965698,20.959400177,Europe/Oslo
ENSS,VAW,Vardo Airport Svartnes,Vardo,NO,70.3554000854,31.0449008942,Europe/Oslo
ENST,SSJ,Sandnessjoen Airport Stokka,Alstahaug,NO,65.9568023682,12.4688997269,Europe/Oslo
ENTC,TOS,Tromso Airport,Tromso,NO,69.6832962036,18.9188995361,Europe/Oslo
ENTO,TRF,Sandefjord Airport Torp,Torp,NO,59.1866989136,10.258600235,Europe/Oslo
ENVA,TRD,Trondheim Airport Vaernes,Trondheim,NO,63.4578018188,10.9239997864,Europe/Oslo
ENVD,VDS,Vadso Airport,Vadso,NO,70.0652999878,29.8446998596,Europe/Oslo
ENZV,SVG,Stavanger Airport Sola,Stavanger,NO,58.876701355,5.6377801895,Europe/Oslo
EPBK,QYY,Bialystok-Krywlany Airport,Bialystok,PL,53.101398468,23.1706008911,Europe/Warsaw
EPBP,BXP,Biala Podlaska Airport,Biala Podlaska,PL,52.0057983398,23.1436004639,Europe/Warsaw
EPBY,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,PL,53.0968017578,17.9776992798,Europe/Warsaw
EPGD,GDN,Gdansk Lech Walesa Airport,Gdansk,PL,54.3776016235,18.4661998749,Europe/Warsaw
EPGL,QLC,Gliwice Glider Airport,Unknown,PL,50.2694015503,18.6728000641,Europe/Warsaw
EPKK,KRK,John Paul II International Airport Krakow-Balice Airport,Krakow,PL,50.0777015686,19.7847995758,Europe/Warsaw
EPKO,OSZ,Koszalin Zegrze Airport,Unknown,PL,54.0424995422,16.2656002045,Europe/Warsaw
EPKT,KTW,Katowice International Airport,Katowice,PL,50.4743003845,19.0799999237,Europe/Warsaw
EPKW,QEO,Bielsko-Bialo Kaniow Airfield,Czechowice-Dziedzice,PL,49.9399986267,19.0219993591,Europe/Warsaw
EPLB,LUZ,Lublin Airport,Lublin,PL,51.240278,22.713611,Europe/Warsaw
EPLL,LCJ,Lodz Wladyslaw Reymont Airport,Lodz,PL,51.7219009399,19.3980998993,Europe/Warsaw
EPLR,QLU,Lublin Radwiec Airport,Unknown,PL,51.2219009399,22.3946990967,Europe/Warsaw
EPMO,WMI,Warsaw Modlin Airport,Warsaw,PL,52.4510993958,20.6518001556,Europe/Warsaw
EPNT,QWS,Nowy Targ Airport,Nowy Targ,PL,49.4627990723,20.0503005981,Europe/Warsaw
EPOK,QYD,Oksywie Military Air Base,Gdynia,PL,54.57970047,18.51720047,Europe/Warsaw
EPOP,QPM,Opole-Polska Nowa Wies Airport,Opole,PL,50.6333007812,17.7817001343,Europe/Warsaw
EPPO,POZ,Poznan-Lawica Airport,Poznan,PL,52.4210014343,16.8262996674,Europe/Warsaw
EPRA,RDO,Warsaw-Radom Airport,Radom,PL,51.3891983032,21.213300705,Europe/Warsaw
EPRU,CZW,Czestochowa-Rudniki Airport,Czestochowa,PL,50.886133,19.202472,Europe/Warsaw
EPRZ,RZE,Rzeszow-Jasionka Airport,Rzeszow,PL,50.1100006104,22.0189990997,Europe/Warsaw
EPSC,SZZ,Szczecin-Goleniow Solidarnosc Airport,Goleniow,PL,53.5847015381,14.9021997452,Europe/Warsaw
EPSU,ZWK,Suwalki Airport,Suwalki,PL,54.0727996826,22.8992004395,Europe/Warsaw
EPSY,SZY,Olsztyn-Mazury Airport,Szymany,PL,53.481944,20.937778,Europe/Warsaw
EPWA,WAW,Warsaw Chopin Airport,Warsaw,PL,52.1656990051,20.9671001434,Europe/Warsaw
EPWR,WRO,Copernicus Wroclaw Airport,Wroclaw,PL,51.1026992798,16.885799408,Europe/Warsaw
EPPW,QMP,Powidz Airport,Powidz,PL,52.3793983,17.8539009,Europe/Warsaw
EPZG,IEG,Zielona Gora-Babimost Airport,Babimost,PL,52.1385002136,15.7986001968,Europe/Warsaw
ESDF,RNB,Ronneby Airport,Unknown,SE,56.2667007446,15.2650003433,Europe/Stockholm
ESFA,XWP,Hassleholm Bokeberg Airport,Hassleholm,SE,56.1344069918,13.8756465912,Europe/Stockholm
ESGG,GOT,Gothenburg-Landvetter Airport,Gothenburg,SE,57.6627998352,12.279800415,Europe/Stockholm
ESGJ,JKG,Jonkoping Airport,Jonkoping,SE,57.757598877,14.0686998367,Europe/Stockholm
ESGL,LDK,Lidkoping-Hovby Airport,Lidkoping,SE,58.4654998779,13.1744003296,Europe/Stockholm
ESGP,GSE,Gothenburg City Airport,Gothenburg,SE,57.7747001648,11.8704004288,Europe/Stockholm
ESGR,KVB,Skovde Airport,Skovde,SE,58.456401825,13.972700119,Europe/Stockholm
ESGT,THN,Trollhattan-Vanersborg Airport,Trollhattan,SE,58.3180999756,12.345000267,Europe/Stockholm
ESKK,KSK,Karlskoga Airport,Unknown,SE,59.3459014893,14.4959001541,Europe/Stockholm
ESKM,MXX,Mora Airport,Unknown,SE,60.957901001,14.5114002228,Europe/Stockholm
ESKN,NYO,Stockholm Skavsta Airport,Stockholm / Nykoping,SE,58.7886009216,16.9122009277,Europe/Stockholm
ESKS,SCR,Salen Scandinavian Mountains Airport,Sälen,SE,61.159,12.84,Europe/Stockholm
ESMK,KID,Kristianstad Airport,Kristianstad,SE,55.9216995239,14.0854997635,Europe/Stockholm
ESML,JLD,Landskrona Airport,Landskrona,SE,55.9459991455,12.8699998856,Europe/Stockholm
ESMO,OSK,Oskarshamn Airport,Unknown,SE,57.3504981995,16.4979991913,Europe/Stockholm
ESMQ,KLR,Kalmar Airport,Unknown,SE,56.6855010986,16.2875995636,Europe/Stockholm
ESMS,MMX,Malmo Sturup Airport,Malmo,SE,55.536305364,13.3761978149,Europe/Stockholm
ESMT,HAD,Halmstad Airport,Halmstad,SE,56.6911010742,12.8201999664,Europe/Stockholm
ESMX,VXO,Vaxjo Kronoberg Airport,Vaxjo,SE,56.9291000366,14.7279996872,Europe/Stockholm
ESND,EVG,Sveg Airport,Unknown,SE,62.0477981567,14.4229001999,Europe/Stockholm
ESNG,GEV,Gallivare Airport,Gallivare,SE,67.1324005127,20.8145999908,Europe/Stockholm
ESNK,KRF,Kramfors Solleftea Airport,Kramfors / Solleftea,SE,63.0485992432,17.7688999176,Europe/Stockholm
ESNL,LYC,Lycksele Airport,Unknown,SE,64.5483016968,18.7161998749,Europe/Stockholm
ESNN,SDL,Sundsvall-Harnosand Airport,Sundsvall/ Harnosand,SE,62.5280990601,17.4438991547,Europe/Stockholm
ESNO,OER,Ornskoldsvik Airport,Ornskoldsvik,SE,63.4082984924,18.9899997711,Europe/Stockholm
ESNQ,KRN,Kiruna Airport,Unknown,SE,67.8219985962,20.3367996216,Europe/Stockholm
ESNS,SFT,Skelleftea Airport,Skelleftea,SE,64.6248016357,21.0769004822,Europe/Stockholm
ESNU,UME,Umea Airport,Umea,SE,63.7918014526,20.2828006744,Europe/Stockholm
ESNV,VHM,Vilhelmina Airport,Unknown,SE,64.5791015625,16.8335990906,Europe/Stockholm
ESNX,AJR,Arvidsjaur Airport,Arvidsjaur,SE,65.5903015137,19.2819004059,Europe/Stockholm
ESNY,SOO,Soderhamn Airport,Soderhamn,SE,61.2615013123,17.0991001129,Europe/Stockholm
ESNZ,OSD,Ostersund Airport,Ostersund,SE,63.1944007874,14.5003004074,Europe/Stockholm
ESOE,ORB,Orebro Airport,Orebro,SE,59.2237014771,15.0380001068,Europe/Stockholm
ESOH,HFS,Hagfors Airport,Unknown,SE,60.0200996399,13.5789003372,Europe/Stockholm
ESOK,KSD,Karlstad Airport,Karlstad,SE,59.4446983337,13.3374004364,Europe/Stockholm
ESOW,VST,Stockholm Vasteras Airport,Stockholm / Vasteras,SE,59.5894012451,16.633600235,Europe/Stockholm
ESPA,LLA,Lulea Airport,Lulea,SE,65.543800354,22.1219997406,Europe/Stockholm
ESSA,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.6519012451,17.9186000824,Europe/Stockholm
ESSB,BMA,Stockholm-Bromma Airport,Stockholm,SE,59.3544006348,17.9416999817,Europe/Stockholm
ESSD,BLE,Borlange Airport,Unknown,SE,60.422000885,15.5151996613,Europe/Stockholm
ESSF,HLF,Hultsfred Airport,Unknown,SE,57.5257987976,15.8233003616,Europe/Stockholm
ESSK,GVX,Gavle Sandviken Airport,Gavle / Sandviken,SE,60.5932998657,16.9514007568,Europe/Stockholm
ESSL,LPI,Linkoping SAAB Airport,Linkoping,SE,58.4062004089,15.6805000305,Europe/Stockholm
ESSP,NRK,Norrkoping Airport,Norrkoping,SE,58.5862998962,16.2506008148,Europe/Stockholm
ESST,TYF,Torsby Airport,Unknown,SE,60.1576004028,12.9912996292,Europe/Stockholm
ESSU,EKT,Eskilstuna Airport,Eskilstuna,SE,59.3511009216,16.7084007263,Europe/Stockholm
ESSV,VBY,Visby Airport,Visby,SE,57.6627998352,18.346200943,Europe/Stockholm
ESSW,VVK,Vastervik Airport,Vastervik,SE,57.7799987793,16.5235996246,Europe/Stockholm
ESTA,AGH,Angelholm-Helsingborg Airport,Angelholm,SE,56.2961006165,12.8471002579,Europe/Stockholm
ESUD,SQO,Storuman Airport,Unknown,SE,64.960899353,17.6965999603,Europe/Stockholm
ESUE,IDB,Idre Airport,Idre,SE,61.8697013855,12.6893997192,Europe/Stockholm
ESUP,PJA,Pajala Airport,Unknown,SE,67.2455978394,23.0688991547,Europe/Stockholm
ESUT,HMV,Hemavan Airport,Unknown,SE,65.806098938,15.0827999115,Europe/Stockholm
ETAD,SPM,Spangdahlem Air Base,Trier,DE,49.9726982117,6.6925001144,Europe/Berlin
ETAR,RMS,Ramstein Air Base,Ramstein,DE,49.4369010925,7.600279808,Europe/Berlin
ETEU,GHF,Giebelstadt Army Air Field,Unknown,DE,49.6481018066,9.9664897919,Europe/Berlin
ETHC,ZCN,Celle Airport,Unknown,DE,52.5912017822,10.0221004486,Europe/Berlin
ETHE,ZPQ,Rheine Bentlage Airport,Unknown,DE,52.2911987305,7.3870000839,Europe/Berlin
ETHF,FRZ,Fritzlar Airport,Fritzlar,DE,51.1146,9.286,Europe/Berlin
ETID,ZNF,Hanau Army Air Field,Unknown,DE,50.1692008972,8.9615898132,Europe/Berlin
ETIK,ILH,Illesheim Air Base,Unknown,DE,49.4738998413,10.3880996704,Europe/Berlin
ETMN,NDZ,Nordholz Airport,Unknown,DE,53.7677001953,8.6584997177,Europe/Berlin
